2,0,어? 못 보던 얼굴이네.,윤지현,
2,1,새 알바생인가요? ,,
2,2,저는 이 카페에 모인 감정을 수거하러 오는 사람입니다.,,
2,3,이래 보여도 경찰이에요.,,
2,4,앞으로 사흘에 한 번씩은 얼굴을 보게 될 거예요.,,
2,5,수거된 감정들은 정부에서 발전을 위해 사용할 겁니다.,,
2,6,"아, 그러니까 에너지원을 대신해서요.",,
2,7,"맞아요. 석탄, 석유, 뭐 이런 거 대신.",,
2,8,"... 아, 근데 이걸 어쩌나.",,
2,9,"학생, 잠깐 이것 좀 봐요.",,
2,10,이번 회차는 유독 부정적인 감정이 좀 높은 거 보이죠?,,
2,11,"지금까지의 통계를 보면, 대부분의 경우 긍정적인 감정과 부정적인 감정이 비슷한 수준으로 수집됐어요.",,
2,12,"그리고 이게, 이걸 말해도 되는지 잘 모르겠는데, 가짜 감정이라는 게 있어요.",,
2,13,감지기에 찍히는 감정이랑 실제 주는 감정이 다른 걸 가짜 감정이라고 하거든요.,,
2,14,근데 이걸 받으면... 저희가 많이 곤란해서요. 좀 많이.,,
2,15,"부정적인 감정은, 긍정적인 감정들이랑 다르게 발전에 별 도움이 안 되거든요.",,
2,16,이렇게 감정 토큰들의 비율이 이상해지면 저희 서에서는 가짜 감정이 유입된 걸로 판단해요.,,
2,17,이런 식으로 효율이 계속 떨어지면 다음 번에는 내가 아니라 저 윗사람이 오게 될 거예요.,,
2,18,아무튼 이 가짜 감정만 조심해 주시면 됩니다.,,
2,19,사흘 뒤에 볼 때는 이런 문제가 없기를 바랄게요.,,
5,8,저번에 말했던 대로 오늘도 토큰을 수거하러 왔어요.,,
5,9,"그런데 학생, 이런 정치 얘기 싫어할 거 같긴 한데...","근데 이거, 어째 양이 좀 적은 것 같은데? 흠...",4-7 (토큰을 브로커에게 준 경우) 
5,10,학생은 뭐 정부에 반항하거나 이러진 않죠?,"조사를 좀 해봐야 할 것 같은데, 같이 서까지 가주셔야겠습니다.",8-10개
5,11,"하긴, 경찰 앞에서 그렇다고 말하겠냐만은.",,
5,12,"아니 글쎄, 요즘 정부에 대항하는 조직이 생겼거든요.",,
5,13,일이 어찌나 많아졌는지... 피곤해 죽겠어요.,,
5,14,학생은 그런 일 하지 말아요. 내가 안 봐주고 잡아갈 거예요.,,
5,15,"아무튼간에, 사흘 뒤에 또 봐요.",,
8,0,"학생, 오랜만이에요.",,
8,1,벌써 세 번째 보는 건가?,,
8,2,확실히 모인 감정들이 갈수록 좋아지기는 하네요.,,
8,3,"그래도 제가 옛날에 한번 가짜 감정이라고 얘기해 줬던 거, 기억해요?",,
8,4,이번에 정부에서 가짜 감정을 통제하려고 만든 게 하나 있거든요.,,
8,5,"자, 가짜 감정을 주고 있다고 의심되는 사람이 있으면 이 버튼을 누르면 돼요.",,
8,6,그러면 그 사람이 감정을 결제할 때 찍힌 정보가 저희 쪽으로 넘어오게 될 거예요.,,
8,7,상습적으로 가짜 감정을 제출하는 사람이 있으면 정부가 나서게 되겠죠.,,
8,8,무슨 일이 일어나냐고요?,,
8,9,글쎄... 가짜 감정이 왜 안 좋은지부터 하나하나 설명하고 가르쳐야겠죠?,,
8,10,재교육이라고 생각하면 되겠네요.,,
8,11,교육 방식까지는 학생이 신경 쓸 건 아닌 것 같고.,,
8,12,"절대, 다시는 가짜 감정을 꺼낼 생각도 못 하게 하는 거죠, 뭐.",,
8,13,그럼 이만 가 볼게요.,,
8,14,버튼 누르는 거 잊지 말고요.,,